term,title,brief_description,time_needed,steps_to_make,tips_for_use,intended_use,tlr_type,class_size,bloom_level,budget_band,learning_outcome,search_keywords,slug,last_updated,is_published,download_count,class_level_id,created_by_id,indicator_id,standard_id,strand_id,subject_id,substrand_id
1,Vowels Activity Mat with Pop-Up Letters,Interactive floor mat where children step on pictures to reveal pop-up vowel letters with sounds.,core,"1. Create large mat from canvas or thick fabric (1m x 1m)
2. Sew or attach 15 pockets in grid pattern
3. For each vowel, create 3 picture cards that pop up:
   - A: apple, ant, alligator
   - E: elephant, egg, envelope  
   - I: igloo, insect, ice cream
   - O: octopus, orange, owl
   - U: umbrella, up arrow, unicorn
4. Add spring mechanism using cardboard and elastic for pop-up effect
5. Record vowel sounds on simple sound buttons (or use voice)
6. Include instruction cards with movements","- Children step on pictures to make vowels pop up
- Say vowel sound each time it pops up
- Play vowel hunt: ""Step on things that start with 'a'""
- Use for group activities and turn-taking
- Encourage children to make vowel mouth shapes
- Add music and dance to vowel stepping",aid,game,medium,remember,medium,Children will identify vowel sounds and associate them with corresponding pictures through active movement.,"vowels, interactive, movement, phonics, nursery",vowels-activity-mat-with-pop-up-letters,2025-06-28,1,0,2,1,,,1,1,
1,Letter Sounds Spinning Wheel Chart,Large spinning wheel with letter sounds that children rotate to match pictures and practice pronunciation.,core,"1. Create large circular base (60cm diameter) from cardboard
2. Design rotating top wheel with 26 letter sections
3. Cut window in base to reveal one letter at a time
4. Around base, attach 26 picture pockets with velcro
5. Include multiple picture cards for each letter sound
6. Add arrow pointer and decorative elements
7. Use different textures for each letter (sandpaper, felt, smooth)
8. Include mirror for children to watch mouth movements","- Spin wheel and say letter sound together
- Find picture cards that match the letter sound
- Look in mirror while making sounds
- Feel textured letters while saying sounds
- Play in pairs: one spins, other finds pictures
- Use for assessment: ""Show me the letter that makes 'mmmm'""",aid,poster,medium,understand,medium,Children will recognize all letter sounds and match them to appropriate pictures while developing phonemic awareness.,"letters, sounds, spinning wheel, phonics, nursery",letter-sounds-spinning-wheel-chart,2025-06-28,1,0,2,1,,,1,1,
1,Interactive Shapes Discovery Box,Multi-compartment box with shape sorters puzzles and real-world shape matching activities.,core,"1. Use large cardboard box, divide into 6 compartments
2. Cut shape holes in top (circle, square, triangle, rectangle, oval, diamond)
3. Create shape puzzle pieces from different materials:
   - Wooden circles, cardboard squares, felt triangles
   - Textured rectangles, smooth ovals, glittery diamonds
4. Add shape sorting tubes for each shape
5. Include real objects collection for each shape
6. Create flip cards showing shapes in environment
7. Add shape stamps and ink pads for printing","- Start with basic shapes, add complex ones gradually
- Let children feel shapes before looking
- Practice shape names in English and local language
- Go on shape hunts around classroom
- Use shapes to create pictures and patterns
- Sort objects by shape, then by color, then by size",aid,manipulative,small,analyze,medium,Children will identify sort and compare geometric shapes while connecting them to real-world objects.,"shapes, geometry, sorting, interactive, nursery",interactive-shapes-discovery-box,2025-06-28,1,0,2,1,,,2,2,
1,Color Mixing Magic Wheel,Rotating color wheels that show primary color combinations creating secondary colors with surprise reveals.,core,"1. Create three transparent wheels from clear plastic sheets
2. Paint primary colors (red, blue, yellow) on separate wheels
3. Design overlapping mechanism showing color mixing
4. Add rotating handle for children to control
5. Include color surprise windows that reveal mixed colors
6. Create color matching game cards
7. Add real objects in primary and secondary colors
8. Include color mixing bottles with safe materials","- Demonstrate primary colors first
- Let children predict what happens when colors mix
- Use surprise reveals: ""What color will we make?""
- Connect to nature: ""What color is grass? Sky? Sun?""
- Practice color names in different languages
- Use for art projects: mix real paints safely",aid,manipulative,small,understand,medium,Children will identify primary and secondary colors and understand how colors combine to create new colors.,"colors, mixing, interactive, science, nursery",color-mixing-magic-wheel,2025-06-28,1,0,2,1,,,2,2,
1,Good Manners Garden Interactive Scene,Three-dimensional garden scene where children move characters to practice polite behaviors and social skills.,core,"1. Create garden base from large box lid with green fabric landscape
2. Design moveable character dolls (diverse children, adults, animals)
3. Create scenario stations around garden:
   - Sharing station: playground with swings and toys
   - Helping station: fallen items that need picking up  
   - Greeting station: house with doorway for visitors
   - Thank you station: gift exchange area
   - Sorry station: conflict resolution space
4. Include speech bubble cards with polite phrases
5. Add props: toys to share, gifts to exchange, cleaning tools
6. Create situation cards for role-playing","- Model good manners using garden characters first
- Let children move dolls through different scenarios
- Practice phrases: ""Please"", ""Thank you"", ""Sorry"", ""Excuse me""
- Encourage children to create their own polite situations
- Connect to real classroom situations
- Use during conflict resolution times",aid,manipulative,medium,apply,medium,Children will practice polite behaviors and social skills through interactive role-playing scenarios.,"manners, social skills, role play, interactive, nursery",good-manners-garden-interactive-scene,2025-06-28,1,0,2,1,,,3,3,
1,Emotions Flip and Match Interactive Chart,Multi-layered chart with flip panels showing different emotions causes and appropriate responses.,core,"1. Create large base chart (70cm x 50cm) with emotion categories
2. Design flip panels for each emotion:
   - Happy: smiley face flips to show causes (friends, treats, success)
   - Sad: sad face flips to show causes (injury, loss, disappointment)
   - Angry: angry face flips to show causes (frustration, unfairness)
   - Scared: worried face flips to show causes (loud noises, darkness)
   - Excited: enthusiastic face flips to show causes (parties, surprises)
3. Add response panels showing appropriate actions for each emotion
4. Include emotion mirror for children to practice expressions
5. Create emotion matching games with situation cards","- Start with basic happy/sad emotions
- Let children flip panels to explore emotions
- Practice making faces in the emotion mirror
- Discuss: ""When do you feel this way?""
- Use during daily check-ins: ""How are you feeling today?""
- Connect emotions to stories and real situations",aid,poster,medium,understand,medium,Children will identify different emotions understand their causes and learn appropriate responses to feelings.,"emotions, feelings, interactive, social skills, nursery",emotions-flip-and-match-interactive-chart,2025-06-28,1,0,2,1,,,3,3,
1,My Weather Station Interactive Chart,Dynamic weather station with moveable elements temperature gauge and daily weather tracking system.,starter,"1. Create weather station base from large cardboard (80cm x 60cm)
2. Design moveable weather elements:
   - Sliding sun that moves across sky track
   - Cloud shapes that attach with velcro for cloudy days
   - Rain drops that hang from clouds with blue ribbon
   - Wind spinner made from pinwheel
   - Temperature gauge with moving arrow
3. Add weather clothing dress-up doll with seasonal outfits
4. Include weather prediction cards and daily tracking chart
5. Create weather sounds (rain stick, wind chimes, thunder drum)","- Check weather together each morning
- Let children move weather elements to match outside
- Dress weather doll appropriately for conditions
- Make weather sounds while updating chart
- Predict tomorrow's weather together
- Connect weather to activities: ""Good day for outdoor play?""",aid,poster,large,understand,medium,Children will observe record and predict weather patterns while connecting weather to appropriate clothing and activities.,"weather, observation, interactive, science, nursery",my-weather-station-interactive-chart,2025-06-28,1,0,2,1,,,4,4,
1,Food Groups Sorting Kitchen,Interactive play kitchen with sorting stations for different food groups and healthy eating activities.,core,"1. Convert large cardboard box into play kitchen with compartments
2. Create food group sorting stations:
   - Fruits basket with realistic fruit models
   - Vegetable garden box with root vegetables
   - Protein station with fish, chicken, beans models
   - Grains basket with rice, bread, corn models
   - Dairy refrigerator section with milk, cheese models
3. Add interactive elements: opening refrigerator, turning stove knobs
4. Include shopping lists and meal planning cards
5. Create ""healthy plate"" template for balanced meals
6. Add cooking utensils and play food preparation tools","- Sort foods into correct groups together
- Plan balanced meals using healthy plate template
- Role-play shopping and cooking scenarios
- Discuss where foods come from: ""Apples grow on trees""
- Practice food names in English and local languages
- Connect to family meals and cultural foods",aid,manipulative,medium,analyze,medium,Children will identify different food groups and understand the importance of balanced healthy eating.,"food groups, nutrition, interactive, health, nursery",food-groups-sorting-kitchen,2025-06-28,1,0,2,1,,,4,4,
1,Fruits and Vegetables Growing Garden,Interactive garden scene showing how fruits and vegetables grow with removeable parts and growth stages.,core,"1. Create garden landscape from green fabric on large base
2. Design growing plants with removeable parts:
   - Carrot tops that pull out to reveal orange carrots below
   - Apple tree with velcro apples that can be ""picked""
   - Tomato plant with different colored tomatoes (green to red)
   - Bean plants with pods that open to show beans inside
   - Corn stalks with husks that peel back
3. Add garden tools: watering can, hoe, basket for harvesting
4. Include seed packets matching each plant
5. Create growth sequence cards showing plant development","- Plant seeds and watch simulated growth process
- Harvest fruits and vegetables when ""ready""
- Sort by where they grow: underground, on trees, on vines
- Practice healthy eating discussions
- Connect to real gardening if possible
- Use for counting activities: ""How many apples?""",aid,manipulative,medium,understand,medium,Children will understand how fruits and vegetables grow and develop appreciation for healthy foods.,"fruits, vegetables, gardening, interactive, nursery",fruits-and-vegetables-growing-garden,2025-06-28,1,0,2,1,,,4,4,
1,Transportation Interactive Journey Board,Large board game-style mat with moveable vehicles and journey scenarios for exploring different means of transport.,core,"1. Create large mat (1.5m x 1m) showing different travel routes:
   - Road with traffic lights and signs
   - Railway track with stations
   - River with bridges
   - Airport runway
   - Sea with ports
2. Design moveable vehicles for each route:
   - Cars, buses, motorcycles for roads
   - Trains for railway
   - Boats for water
   - Airplanes for sky
3. Add interactive elements: working traffic lights, opening bridges
4. Include journey cards showing different trips
5. Create sound effects for each vehicle type","- Move vehicles along appropriate routes
- Practice vehicle sounds and names
- Discuss when to use different transportation
- Plan imaginary journeys: ""How do we get to Kumasi?""
- Practice road safety rules
- Connect to children's real travel experiences",aid,game,medium,apply,medium,Children will identify different means of transportation and understand appropriate uses for various vehicles.,"transportation, vehicles, interactive, travel, nursery",transportation-interactive-journey-board,2025-06-28,1,0,2,1,,,4,4,
1,Musical Pattern Stepping Mat,Large floor mat with different textures and sounds that children step on to create musical patterns and rhythms.,core,"1. Create large mat base (2m x 1m) from durable fabric
2. Attach different textured sections:
   - Bubble wrap squares for ""pop"" sounds
   - Crinkly material patches for ""crunch"" sounds  
   - Bell strips sewn in for ""jingle"" sounds
   - Velcro patches for ""scratch"" sounds
   - Smooth satin for ""swoosh"" sounds
3. Color-code each texture with bright colors
4. Add pattern instruction cards showing step sequences
5. Include rhythm sticks for children to tap along
6. Create removeable number markers (1-8) for sequence learning","- Start with simple 2-3 step patterns
- Let children explore sounds freely first
- Create group activities: follow the leader
- Record children's favorite patterns to repeat
- Use for counting: ""Step 4 times on the jingle squares""
- Encourage creative pattern making",aid,game,large,create,medium,Children will create and follow musical patterns while developing gross motor skills and rhythm awareness.,"music, patterns, movement, interactive, nursery",musical-pattern-stepping-mat,2025-06-28,1,0,2,1,,,6,6,
1,Interactive Story Building Theater,Puppet theater with interchangeable backgrounds and moveable characters for collaborative storytelling.,core,"1. Build theater frame from large cardboard box with cut-out stage opening
2. Create sliding background system:
   - Forest scene with moveable trees
   - Home scene with opening doors and windows
   - School scene with playground equipment
   - Market scene with stalls and vendors
3. Design finger puppets and stick puppets representing:
   - Family members, animals, community helpers
   - Emotions faces that attach to any character
4. Add interactive stage elements:
   - Spinning wheel for weather changes
   - Flip panels for day/night transitions
   - Sound effect buttons hidden behind stage
5. Include story starter cards and prop box","- Let children choose characters and settings
- Start stories together: ""Once upon a time...""
- Encourage children to take turns adding to stories
- Use for retelling familiar tales with new twists
- Practice problem-solving through story conflicts
- Record favorite stories to tell again",aid,manipulative,medium,create,medium,Children will develop narrative skills creativity and collaborative storytelling through interactive puppet theater.,"storytelling, theater, interactive, creativity, nursery",interactive-story-building-theater,2025-06-28,1,0,2,1,,,3,3,
1,Body Parts Interactive Mirror Game,Large mirror system with moveable body part labels and action command wheels for body awareness activities.,short,"1. Mount large unbreakable mirror (60cm x 80cm) at child height
2. Create rotating command wheels around mirror edges:
   - Body parts wheel (head, arms, legs, hands, feet)
   - Action wheel (touch, wiggle, stretch, clap, stomp)
   - Number wheel (1, 2, 3, 4, 5)
3. Add velcro body part labels that stick to mirror
4. Include silly action cards: ""Touch your nose 3 times""
5. Create body outline template that fits over mirror
6. Add costume box nearby for dress-up integration","- Spin wheels to create action combinations
- Practice body part names while touching mirror image
- Play Simon Says using the command wheels
- Encourage silly combinations for laughter
- Use for emotional recognition: ""Show me happy eyes""
- Connect to health discussions about body care",aid,game,small,apply,medium,Children will identify body parts follow multi-step instructions and develop body awareness through interactive mirror play.,"body parts, mirror, interactive, movement, nursery",body-parts-interactive-mirror-game,2025-06-28,1,0,2,1,,,5,5,
1,Balance Challenge Adventure Course,Modular balance course with adjustable difficulty levels and interactive challenge cards.,core,"1. Create balance beam sections from different materials:
   - Wide wooden plank (beginner level)
   - Rope laid on ground (intermediate)  
   - Narrow beam raised slightly (advanced)
2. Add textural walking surfaces:
   - Bubble wrap path for sensory input
   - Fabric patches with different textures
   - Number stepping stones in sequence
3. Include challenge station cards:
   - Walk while carrying object
   - Walk backwards
   - Stop and balance on one foot
   - Walk while clapping
4. Create adjustable height system using blocks
5. Add safety mats and colorful markings","- Start with easiest level for all children
- Provide hand support initially, gradually reduce
- Celebrate every attempt, not just completion
- Create group cheering and encouragement
- Use for turn-taking and patience practice
- Adjust challenges based on individual abilities",aid,game,medium,apply,medium,Children will develop balance coordination and confidence in physical movement while learning to assess and take appropriate risks.,"balance, coordination, movement, interactive, nursery",balance-challenge-adventure-course,2025-06-28,1,0,2,1,,,5,5,
1,Rhythm and Beat Building Station,Interactive station where children create record and replay rhythm patterns using various instruments and visual cues.,core,"1. Set up rhythm station with instrument collection:
   - Homemade drums from various containers
   - Shakers with different fill materials
   - Rhythm sticks and clappers
   - Bell bracelets and anklets
2. Create visual rhythm cards using symbols:
   - Large dots for drums, wavy lines for shakers
   - Hand symbols for claps, foot symbols for stamps
3. Add recording system (simple voice recorder)
4. Include rhythm pattern templates with moveable pieces
5. Create conducting batons and simple sheet music
6. Set up performance stage area with microphone","- Start with simple clap-clap-pause patterns
- Let children create their own rhythm cards
- Record patterns to play back and dance to
- Encourage conducting and leading others
- Connect rhythms to familiar songs
- Use for group cooperation and turn-taking",aid,manipulative,medium,create,medium,Children will create and follow rhythm patterns while developing musical awareness and leadership skills.,"rhythm, music, interactive, leadership, nursery",rhythm-and-beat-building-station,2025-06-28,1,0,2,1,,,6,6,
